Inventory,Qty,Amount,% of Sales,Avg Price,COGS,Avg COGS,Gross Margin,Gross Margin %
Q157 (SATIN BONNET (LG) : BLACK (DZ/24DZ)),569.00,"4,871.50",0.0%,8.56,"1,809.92",3.18,"3,061.58",62.85%
Q158 (SATIN BONNET (XL) : ASSORTED (DZ/36 DZ)),137.00,"1,251.00",0.0%,9.13,491.52,3.59,759.48,60.71%
Q159 (SATIN BONNET (XL) : BLACK (DZ/36 DZ)),161.00,"1,467.00",0.0%,9.11,587.62,3.65,879.38,59.94%
Q160 (SATIN OVER WRAP (LG) : ASSORTED (DZ/24DZ)),87.00,742.00,0.0%,8.53,265.11,3.05,476.89,64.27%
Q161 (SATIN OVER WRAP (LG) : BLACK (DZ/48 DZ)),134.00,"1,154.00",0.0%,8.61,405.08,3.02,748.92,64.9%
Q162 (SATIN TRIANGLE (LG) : ASSORTED (DZ/48 DZ)),23.00,205.50,0.0%,8.93,66.47,2.89,139.03,67.66%
Q163 (SATIN TRIANGLE (LG) : BLACK (DZ/48 DZ)),118.00,"1,023.00",0.0%,8.67,339.86,2.88,683.14,66.78%
Q164 (SATIN SCARF (LG) : ASSORTED (DZ/36 DZ)),103.00,951.00,0.0%,9.23,372.30,3.61,578.70,60.85%
Q165 (SATIN SCARF (LG) : BLACK (DZ/36 DZ)),135.00,"1,230.00",0.0%,9.11,479.53,3.55,750.47,61.01%
Q166 (SATIN BAND (LG) : ASSORTED (DZ/48 DZ)),26.00,182.00,0.0%,7.00,61.36,2.36,120.64,66.29%
Q167 (SATIN BAND (LG) : BLACK (DZ/48 DZ)),148.00,"1,054.00",0.0%,7.12,349.26,2.36,704.74,66.86%
Q168 (SATIN FOAM WRAP (LG) : ASSORTED (DZ/36 DZ)),3.00,25.50,0.0%,8.50,10.02,3.34,15.48,60.71%
Q169 (SATIN FOAM WRAP (LG) : BLACK (DZ/36 DZ)),21.00,186.00,0.0%,8.86,69.80,3.32,116.20,62.47%
Q170 (SPANDEX-CAP (LG) : ASSORTED (DZ/48 DZ)),109.00,936.50,0.0%,8.59,307.63,2.82,628.87,67.15%
Q171 (SPANDEX WRAP : ASSORTED (DZ/48 DZ)),135.00,"1,227.00",0.0%,9.09,458.28,3.39,768.72,62.65%
Q172 (SPANDEX-CAP (LG) : BLACK (DZ/48 DZ)),102.00,879.50,0.0%,8.62,290.37,2.85,589.13,66.99%
Q173 (SPANDEX WRAP : BLACK (DZ/48 DZ)),172.00,"1,575.00",0.0%,9.16,584.48,3.40,990.52,62.89%
Q174 (SATIN WRAP-OPEN TOP (LG) : ASSORT (DZ/48 DZ)),98.00,447.00,0.0%,4.56,224.72,2.29,222.28,49.73%
Q175 (SATIN WRAP-OPEN TOP (LG) : BLACK (DZ/48 DZ)),309.00,"1,405.50",0.0%,4.55,707.69,2.29,697.81,49.65%
Q176 (SATIN MULTI SCARF : ASSORT (DZ/48 DZ)),7.00,66.00,0.0%,9.43,22.79,3.26,43.21,65.47%
Q177 (SATIN MULTI SCARF : BLACK (DZ/48 DZ)),75.00,678.00,0.0%,9.04,246.00,3.28,432.00,63.72%
Q178 (SATIN BRAID BONNET : ASSORT (DZ/36 DZ)),67.00,618.00,0.0%,9.22,273.36,4.08,344.64,55.77%
Q179 (SATIN BRAID BONNET : BLACK (DZ/36 DZ)),386.00,"3,501.00",0.0%,9.07,"1,574.77",4.08,"1,926.23",55.02%
Q180 (SHOWER-CAP (LG) : ASSORTED (DZ/48 DZ)),113.00,511.50,0.0%,4.53,237.30,2.10,274.20,53.61%
Q181 (SHOWER-CAP (LG) : BLACK (DZ/48 DZ)),426.00,"2,028.00",0.0%,4.76,894.60,2.10,"1,133.40",55.89%
Q182 (SHOWER CAP : DOT (DZ/48 DZ)),132.00,619.50,0.0%,4.69,330.00,2.50,289.50,46.73%
Q183 (SHOWER-CAP (XL) : ASSORT (DZ/48 DZ)),85.00,387.00,0.0%,4.55,191.25,2.25,195.75,50.58%
Q184 (SHOWER-CAP (XL) : BLACK (DZ/48 DZ)),244.00,"1,101.00",0.0%,4.51,549.00,2.25,552.00,50.14%
Q185 (CONDITIONING-CAP (6 PC) : ASSORT (DZ/48 DZ)),2.00,12.00,0.0%,6.00,5.40,2.70,6.60,55.0%
Q186 (CONDITIONING-CAP (6 PC) : CLEAR (DZ/48 DZ)),62.00,282.00,0.0%,4.55,139.68,2.25,142.32,50.47%
Q187 (CONDITIONING-CAP (30PC/6EA/PK) : AST (PK/12PK)),25.00,151.50,0.0%,6.06,0.00,0.00,151.50,100.0%
Q188 (CONDITIONING-CAP (30PC/6EA/PK) : CLR (PK/12PK)),1.00,6.00,0.0%,6.00,0.00,0.00,6.00,100.0%
Q190 (PROCESSING-CAP (LG) : GOLD (DZ/48 DZ)),113.00,514.50,0.0%,4.55,226.02,2.00,288.48,56.07%
Q191 (PROCESSING-CAP (LG) : SILVER (DZ/48 DZ)),61.00,279.00,0.0%,4.57,123.00,2.02,156.00,55.91%
Q192 (TIPPING CAP : ASSORT (DZ/48 DZ)),54.00,336.00,0.0%,6.22,146.00,2.70,190.00,56.55%
Q194 (RAIN-BONNET (LG)-CLEAR (DZ/48 DZ)),47.00,225.00,0.0%,4.79,107.80,2.29,117.20,52.09%
Q195 (BRAID SHOWER CAP : ASSORT (DZ/24 DZ)),38.00,702.00,0.0%,18.47,290.70,7.65,411.30,58.59%
Q196 (BRAID SHOWER CAP : BLACK (DZ/24 DZ)),118.00,"2,142.00",0.0%,18.15,902.70,7.65,"1,239.30",57.86%
Q199 (NEUTRALIZING BIB : CLEAR (DZ/36 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q260 (KNOTTED HEADWRAP : ASSORT (DZ/12 DZ)),94.00,"1,722.00",0.0%,18.32,758.07,8.06,963.93,55.98%
Q261 (KNOTTED HEADWRAP : BLACK (DZ/12 DZ)),142.00,"2,604.00",0.0%,18.34,"1,147.79",8.08,"1,456.21",55.92%
Q262 (KNOTTED HEADWRAP : WHITE (DZ/12 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q303 (FOAM MESH-WRAP : ASSORT (DZ/36 DZ)),94.00,764.00,0.0%,8.13,320.23,3.41,443.77,58.09%
Q304 (FOAM MESH-WRAP : BLACK (DZ/36 DZ)),328.00,"2,649.00",0.0%,8.08,"1,112.08",3.39,"1,536.92",58.02%
Q305 (FIRM MESH-WRAP : ASSORT (DZ/48 DZ)),21.00,147.00,0.0%,7.00,63.69,3.03,83.31,56.67%
Q306 (FIRM MESH-WRAP : BLACK (DZ/48 DZ)),142.00,996.00,0.0%,7.01,420.24,2.96,575.76,57.81%
Q307 (PLASTIC EAR COVER (8 PC) : ASSORT (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q308 (PLASTIC EAR COVER (8 PC) : CLEAR (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q385 (BIG KNOTTED HEADWRAP : ASSORT (DZ/12DZ)),29.00,621.00,0.0%,21.41,281.67,9.71,339.33,54.64%
Q386 (BIG KNOTTED HEADWRAP : BLACK (DZ/12DZ)),44.00,954.00,0.0%,21.68,431.36,9.80,522.64,54.78%
Q439 (KUFI-CAP : CRIMSON (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q440 (KUFI-CAP : PEACH (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q441 (KUFI-CAP : MUSTARD (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q442 (KUFI-CAP : TURQUOISE (BULK) (DZ/40 DZ)),4.00,54.00,0.0%,13.50,0.00,0.00,54.00,100.0%
Q443 (KUFI-CAP : BEIGE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q444 (KUFI-CAP : DARK BROWN (DZ/40 DZ)),10.00,115.00,0.0%,11.50,66.00,6.60,49.00,42.61%
Q445 (KUFI-CAP : AQUA (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q446 (KUFI-CAP : TAN (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q447 (KUFI-CAP : LEMON (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q450 (KUFI-CAP ASSORT (DZ/24 DZ)),2.00,40.00,0.0%,20.00,14.85,7.43,25.15,62.88%
Q451 (KUFI-CAP BLACK (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q452 (KUFI-CAP WHITE (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),40.00,540.00,0.0%,13.50,264.00,6.60,276.00,51.11%
Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),200.00,"2,727.00",0.0%,13.64,"1,320.00",6.60,"1,407.00",51.6%
Q471 (KUFI-CAP : WHITE (BULK) (DZ/40 DZ)),14.00,189.00,0.0%,13.50,92.40,6.60,96.60,51.11%
Q472 (KUFI-CAP : RED (BULK) (DZ/40 DZ)),3.00,45.00,0.0%,15.00,19.80,6.60,25.20,56.0%
Q473 (KUFI-CAP : NAVY BLUE (BULK) (DZ/40 DZ)),32.00,392.00,0.0%,12.25,211.20,6.60,180.80,46.12%
Q474 (KUFI-CAP : ROYAL BLUE (BULK) (DZ/40 DZ)),1.00,13.50,0.0%,13.50,6.60,6.60,6.90,51.11%
Q475 (KUFI-CAP : SKY BLUE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q476 (KUFI-CAP : D. GRAY (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q477 (KUFI-CAP : L. GRAY (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q478 (KUFI-CAP : BROWN (BULK) (DZ/40 DZ)),2.00,27.00,0.0%,13.50,13.20,6.60,13.80,51.11%
Q479 (KUFI-CAP : KHAKI (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q480 (KUFI-CAP : H. PINK (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q481 (KUFI-CAP : PINK (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q482 (KUFI-CAP : GOLD (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q483 (KUFI-CAP : YELLOW (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q484 (KUFI-CAP : PURPLE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q485 (KUFI-CAP : LAVENDER (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q486 (KUFI-CAP : GREEN (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q487 (KUFI-CAP : LIME (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q488 (KUFI-CAP : BURGUNDY (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q489 (KUFI-CAP : ORANGE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q490 (KUFI-CAP : AFRO (BULK) (DZ/40 DZ)),32.00,416.50,0.0%,13.02,211.20,6.60,205.30,49.29%
Q497 (KUFI-CAP : CREAM (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q498 (KUFI-CAP :M. PINK (BULK) (DZ/40 DZ)),10.00,115.00,0.0%,11.50,0.00,0.00,115.00,100.0%
Q500 (DLX CUSTOM WEAVING CAP (PETITE) (DZ/36 DZ)),6.00,144.00,0.0%,24.00,45.55,7.59,98.45,68.37%
Q5000 (SILI BAND STOCKING WIG CAP : L/BRW (DZ/40DZ)),-3.00,-11.00,0.0%,3.67,-9.33,3.11,-1.67,15.18%
Q5001 (SILI BAND STOCKING WIG CAP : BK (DZ/40DZ)),236.00,"1,664.50",0.0%,7.05,761.66,3.23,902.84,54.24%
Q5002 (SILI BAND STOCKING WIG CAP : BRW (DZ/40DZ)),89.00,623.00,0.0%,7.00,283.76,3.19,339.24,54.45%
Q5003 (SILI BAND STOCKING WIG CAP : NTR (DZ/40DZ)),121.00,857.00,0.0%,7.08,382.37,3.16,474.63,55.38%
"Q5004 (SILI BAND WIG & WEAVING CAP, CLOSED TOP : BK (DZ/40DZ))",356.00,"3,054.00",0.0%,8.58,"1,185.86",3.33,"1,868.14",61.17%
"Q5005 (SILI BAND WIG & WEAVING CAP, CLOSED TOP : BRW (DZ/40DZ))",54.00,459.00,0.0%,8.50,178.56,3.31,280.44,61.1%
"Q5006 (SILI BAND WIG & WEAVING CAP, CLOSED TOP : NTR (DZ/40DZ))",87.00,743.00,0.0%,8.54,269.94,3.10,473.06,63.67%
Q501 (DLX CUSTOM WEAVING CAP : BLACK (DZ/36 DZ)),170.00,"3,120.00",0.0%,18.35,"1,315.06",7.74,"1,804.94",57.85%
Q5011 (MESH WIG CAP (DOME STYLE) : BK (DZ/48 DZ)),"3,357.00","45,846.00",0.0%,13.66,"18,284.11",5.45,"27,561.89",60.12%
Q5012 (SWISS LACE : BROWN (1DZ/36 DZ)),68.00,581.50,0.0%,8.55,173.46,2.55,408.04,70.17%
"Q5013 (U-PART WIG CAP : BLACK, CENTER (DZ/36 DZ))",43.00,975.00,0.0%,22.67,364.08,8.47,610.92,62.66%
"Q5014 (U-PART WIG CAP : BLACK, SIDE (DZ/36 DZ))",20.00,475.00,0.0%,23.75,170.01,8.50,304.99,64.21%
"Q5015 (U-PART WIG CAP (LACE) : BK, CENTER (DZ/36 DZ))",21.00,472.50,0.0%,22.50,213.99,10.19,258.51,54.71%
"Q5016 (U-PART WIG CAP (LACE) : BK, SIDE (DZ/36 DZ))",20.00,457.50,0.0%,22.88,198.04,9.90,259.46,56.71%
Q5017 (SPANDEX DOME CAP : BLACK (DZ/48 DZ)),"2,644.00","23,946.00",0.0%,9.06,"10,953.37",4.14,"12,992.63",54.26%
Q5018 (DLX STRETCH WEAVING CAP : BLACK (DZ/36 DZ)),175.00,"4,000.00",0.0%,22.86,"1,583.98",9.05,"2,416.02",60.4%
Q5019 (CROCHET WIG CAP : BK (DZ/48DZ)),285.00,"3,883.50",0.0%,13.63,"1,435.74",5.04,"2,447.76",63.03%
Q502 (DLX WEAVING NET (2 PC) : BLACK (DZ/36 DZ)),187.00,"1,604.50",0.0%,8.58,501.54,2.68,"1,102.96",68.74%
Q5020 (CROCHET WIG CAP : NTR (DZ/48DZ)),5.00,76.50,0.0%,15.30,0.00,0.00,76.50,100.0%
"Q5021 (MESH WIG CAP (DOME STYLE, XL) : BK (DZ/48 DZ))","1,023.00","14,007.00",0.0%,13.69,"5,610.31",5.48,"8,396.69",59.95%
Q5022 (SWISS LACE : BLACK (1DZ/36 DZ)),2.00,17.00,0.0%,8.50,4.79,2.40,12.21,71.82%
"Q5023 (CORNROW CAP, U-PART : BK (DZ/16DZ))",47.00,"1,716.00",0.0%,36.51,889.64,18.93,826.36,48.16%
"Q5024 (CORNROW CAP, STRAIGHT : BK (DZ/16DZ))",63.00,"2,304.00",0.0%,36.57,"1,197.88",19.01,"1,106.12",48.01%
"Q5025 (CORNROW CAP, BRAIDED : BK (DZ/16DZ))",25.00,912.00,0.0%,36.48,477.18,19.09,434.82,47.68%
Q5027 (SPANDEX DOME CAP (XL) : BLACK (DZ/48 DZ)),469.00,"4,287.00",0.0%,9.14,"1,978.35",4.22,"2,308.65",53.85%
"Q5029 (CROCHET WIG CAP, XL : BK (DZ/48DZ))",104.00,"1,413.00",0.0%,13.59,548.65,5.28,864.35,61.17%
Q503 (WEAVING CAP (OPEN TOP) : BLACK (DZ/48 DZ)),154.00,853.00,0.0%,5.54,381.37,2.48,471.63,55.29%
"Q5030 (CROCHET WIG CAP, XL : NTR (DZ/48DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q5031 (MESH WIG CAP (DOME STYLE) : NTR (DZ/48 DZ)),73.00,"1,008.00",0.0%,13.81,404.09,5.54,603.91,59.91%
Q5032 (MICRO CROCHET WIG CAP : BK (DZ/48DZ)),97.00,"1,327.50",0.0%,13.69,481.83,4.97,845.67,63.7%
Q5033 (MICRO CROCHET WIG CAP : NTR (DZ/48DZ)),5.00,67.50,0.0%,13.50,20.20,4.04,47.30,70.07%
"Q5034 (MICRO CROCHET WIG CAP, XL : BK (DZ/48DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5035 (MICRO CROCHET WIG CAP, XL : NATURAL (DZ/48DZ))",24.00,324.00,0.0%,13.50,115.20,4.80,208.80,64.44%
Q5037 (SPANDEX DOME CAP : NTR (DZ/48 DZ)),52.00,489.00,0.0%,9.40,218.70,4.21,270.30,55.28%
Q504 (WEAVING CAP (CLOSED TOP) : BLACK (DZ/48 DZ)),797.00,"4,425.50",0.0%,5.55,"1,992.22",2.50,"2,433.28",54.98%
Q5040 (WEAVING CAP 100PCS (CLOSED TOP) (PK/24PK)),25.00,962.00,0.0%,38.48,398.04,15.92,563.96,58.62%
"Q5041 (PONY TAIL NET, 5""X5"" : BK (DZ/48DZ))",7.00,59.50,0.0%,8.50,16.32,2.33,43.18,72.57%
"Q5042 (PONY TAIL NET, 9""X9"" : BK (DZ/48DZ))",3.00,29.00,0.0%,9.67,6.09,2.03,22.91,79.0%
"Q5043 (SWISS LACE, 4""X4"" : BRW (DZ/36DZ))",9.00,56.50,0.0%,6.28,16.56,1.84,39.94,70.69%
"Q5044 (SWISS LACE, 13""X4"" : BRW (DZ/36DZ))",6.00,36.00,0.0%,6.00,11.69,1.95,24.31,67.53%
"Q5045 (LACE TAPE "" A"" TYPE, 50PCS (DZ/24DZ))",3.00,66.00,0.0%,22.00,18.00,6.00,48.00,72.73%
"Q5046 (LACE TAPE "" B"" TYPE, 50PCS (DZ/24DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5047 (LACE TAPE ROLL TYPE, 1/2"" x 5 YARD  (DZ/36DZ))",2.00,36.00,0.0%,18.00,7.68,3.84,28.32,78.67%
"Q5048 (SUPER HOLD LACE TAPE : A TYPE MINI, 25PCS (DZ/36DZ))",39.00,648.00,0.0%,16.62,273.00,7.00,375.00,57.87%
"Q5049 (SUPER HOLD LACE TAPE : 1"" X 3YD, ROLL (DZ/36DZ))",-21.00,-279.00,0.0%,13.29,-117.60,5.60,-161.40,57.85%
Q505 (INVISIABLE NET (3 PC) : BLACK (DZ/60 DZ)),216.00,766.00,0.0%,3.55,344.85,1.60,421.15,54.98%
"Q5051 (ELASTIC WIG BAND, 1-1/8"" x 1YD : BK (DZ/36DZ))",485.00,"2,202.00",0.0%,4.54,970.12,2.00,"1,231.88",55.94%
"Q5052 (ELASTIC WIG BAND, 1-3/4"" x 1YD : BK (DZ/36DZ))",313.00,"1,737.50",0.0%,5.55,751.20,2.40,986.30,56.77%
"Q5053 (ELASTIC WIG BAND, 1-1/8"" x 1YD : BEIGE(NTR) (DZ/36DZ))",82.00,382.50,0.0%,4.66,166.32,2.03,216.18,56.52%
"Q5054 (ELASTIC WIG BAND, 1-3/4"" x 1YD : BEIGE(NTR) (DZ/36DZ))",69.00,391.50,0.0%,5.67,165.60,2.40,225.90,57.7%
"Q5055 (ELASTIC WIG BAND, 1-1/8"" x 1YD, W/ SILICONE, ONE SIDE : BK (DZ/36DZ))",196.00,"1,286.50",0.0%,6.56,520.07,2.65,766.43,59.58%
"Q5056 (ELASTIC WIG BAND, 1-1/8"" x 1YD, W/ SILICONE, DOUBLE SIDE : BK (DZ/36DZ))",121.00,"1,042.50",0.0%,8.62,450.45,3.72,592.05,56.79%
"Q5057 (ELASTIC VELVET WIG BAND, 2"" X 11 "" : BK (DZ/36DZ))",122.00,800.50,0.0%,6.56,359.90,2.95,440.60,55.04%
"Q5058 (VELVET WIG GRIP, 2"" X 11"" : BK (DZ/36DZ))",271.00,"2,469.00",0.0%,9.11,"1,246.89",4.60,"1,222.11",49.5%
"Q5059 (VELVET WIG GRIP, 2"" X 11"" : NTR (DZ/36DZ))",106.00,960.00,0.0%,9.06,403.85,3.81,556.15,57.93%
Q506 (TRIANGLE NET : BLACK (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5061 (STRETCH MESH WIG CAP, MAGIC : BK (DZ/36DZ))",58.00,"1,062.00",0.0%,18.31,543.15,9.36,518.85,48.86%
"Q5062 (STRETCH MESH WIG CAP, L : BK (DZ/36DZ))",7.00,144.00,0.0%,20.57,65.57,9.37,78.43,54.47%
"Q5063 (STRETCH MESH WIG CAP, LACE TOP : BK (DZ/36DZ))",79.00,"1,428.00",0.0%,18.08,744.71,9.43,683.29,47.85%
"Q5064 (STRETCH MESH WIG CAP, FRNT LACE : BK (DZ/36DZ))",70.00,"1,272.00",0.0%,18.17,590.92,8.44,681.08,53.54%
Q5065 (CAPLESS WIG CAP : BK (DZ/36DZ)),44.00,"1,056.00",0.0%,24.00,376.55,8.56,679.45,64.34%
"Q5066 (CAPLESS WIG CAP, L : BK (DZ/36DZ))",24.00,576.00,0.0%,24.00,251.57,10.48,324.43,56.33%
"Q5067 (CAPLESS WIG CAP, FRNT LACE : BK (DZ/36DZ))",11.00,276.00,0.0%,25.09,118.15,10.74,157.85,57.19%
"Q5068 (SUPER HOLD LACE TAPE : MESH, 10CM x10PCS (DZ/36DZ))",3.00,82.50,0.0%,27.50,27.30,9.10,55.20,66.91%
"Q5069 (SUPER HOLD LACE TAPE : MESH, 30CM X 50PCS (PK/48PK))",-4.00,-82.50,0.0%,20.63,-33.60,8.40,-48.90,59.27%
Q507 (WAVE NET (2 PCS) : BLACK (DZ/60 DZ)),164.00,739.50,0.0%,4.51,305.33,1.86,434.17,58.71%
Q5070 (PRF STOCKING WIG CAP : BLACK (DZ/40DZ)),154.00,972.00,0.0%,6.31,361.90,2.35,610.10,62.77%
Q5071 (PRF STOCKING WIG CAP : D/BRW (DZ/40DZ)),-14.00,-70.00,0.0%,5.00,-32.90,2.35,-37.10,53.0%
Q5072 (PRF STOCKING WIG CAP : BRW (DZ/40DZ)),-14.00,-64.00,0.0%,4.57,-32.55,2.33,-31.45,49.14%
Q5073 (PRF STOCKING WIG CAP : L/BRW (DZ/40DZ)),24.00,164.00,0.0%,6.83,56.40,2.35,107.60,65.61%
Q5074 (PRF STOCKING WIG CAP : AUBURN (DZ/40DZ)),78.00,490.00,0.0%,6.28,181.91,2.33,308.09,62.88%
Q5075 (PRF STOCKING WIG CAP : BEIGE / NTR (DZ/40DZ)),71.00,464.00,0.0%,6.54,165.50,2.33,298.50,64.33%
Q5076 (PRF STOCKING WIG CAP : CREAM/ BLD (DZ/40DZ)),-42.00,-246.00,0.0%,5.86,-98.70,2.35,-147.30,59.88%
Q508 (WAVE NET (24 PCS) : BLACK (PK/50 PACK)),115.00,517.50,0.0%,4.50,180.17,1.57,337.33,65.19%
Q5081 (COOL MESH WIG CAP (DOME STYLE) : BK (DZ/36 DZ)),64.00,764.00,0.0%,11.94,277.76,4.34,486.24,63.64%
"Q5084 (ELASTIC WIG BAND, 5/8"" x 1YD : BK (DZ/36DZ))",-1.00,-1.50,0.0%,1.50,-1.80,1.80,0.30,-20.0%
"Q5085 (ELASTIC WIG BAND, 5/8"" x 1YD : BEIGE (DZ/36DZ))",41.00,186.00,0.0%,4.54,73.80,1.80,112.20,60.32%
"Q5088 (ELASTIC WIG BAND, 1-1/8"" X 5YD ROLL : BK (DZ/24DZ))",0.00,6.00,0.0%,,0.00,0.00,6.00,100.0%
"Q5089 (ELASTIC WIG BAND, 1-1/8"" X 5YD ROLL : BEIGE (DZ/24DZ))",0.00,6.00,0.0%,,0.00,0.00,6.00,100.0%
Q509 (INTER-LOCK SHAMPOO CAP : BLACK (DZ/36 DZ)),16.00,146.00,0.0%,9.13,54.55,3.41,91.45,62.64%
"Q5090 (ELASTIC WIG BAND, 1-1/8"" x 1YD, W/ SILI DOT : BK (DZ/36DZ))",-1.00,-3.00,0.0%,3.00,-4.20,4.20,1.20,-40.0%
"Q5094 (WEFT LACE, 5/8"" x 1YD : BK (DZ/36DZ))",-3.00,-12.00,0.0%,4.00,-6.60,2.20,-5.40,45.0%
"Q5095 (WEFT LACE, 5/8"" x 1YD : BEIGE (DZ/36DZ))",-2.00,-9.00,0.0%,4.50,-4.40,2.20,-4.60,51.11%
"Q5096 (WEFT LACE, 5/8"" X 5YD ROLL : BK (DZ/36DZ))",7.00,138.00,0.0%,19.71,52.50,7.50,85.50,61.96%
"Q5097 (WEFT LACE, 5/8"" X 5YD ROLL : BEIGE (DZ/36DZ))",1.00,24.00,0.0%,24.00,7.50,7.50,16.50,68.75%
"Q5098 (SILICONE DOT WIG GRIP, 1-3/4"" X 17-3/4"" : BK (DZ/36DZ))",0.00,6.00,0.0%,,0.00,0.00,6.00,100.0%
"Q5099 (SILICONE DOT WIG GRIP, 1-3/4"" X 17-3/4"" : BEIGE (DZ/36DZ))",0.00,33.00,0.0%,,0.00,0.00,33.00,100.0%
Q510 (THICK HAIR NET : ASSORT (DZ/40 DZ)),49.00,675.00,0.0%,13.78,328.30,6.70,346.70,51.36%
Q511 (THICK HAIR NET : BLACK (DZ/40 DZ)),130.00,"1,702.00",0.0%,13.09,870.81,6.70,831.19,48.84%
Q5112 (MESH WIG CAP (DOME STYLE) : BRW (DZ/48 DZ)),221.00,"2,997.00",0.0%,13.56,"1,248.65",5.65,"1,748.35",58.34%
Q5113 (MESH WIG CAP (DOME STYLE) : AUBURN (DZ/48 DZ)),195.00,"2,655.00",0.0%,13.62,"1,025.49",5.26,"1,629.51",61.38%
Q5118 (SPANDEX DOME CAP : BRW (DZ/48 DZ)),209.00,"1,893.00",0.0%,9.06,884.50,4.23,"1,008.50",53.28%
Q5119 (SPANDEX DOME CAP : AUBURN (DZ/48 DZ)),111.00,"1,017.00",0.0%,9.16,467.51,4.21,549.49,54.03%
Q512 (THICK HAIR NET : WHITE (DZ/40 DZ)),2.00,36.00,0.0%,18.00,13.20,6.60,22.80,63.33%
"Q5122 (MESH WIG CAP (DOME STYLE, XL) : BRW (DZ/48 DZ))",57.00,783.00,0.0%,13.74,322.05,5.65,460.95,58.87%
"Q5123 (MESH WIG CAP (DOME STYLE, XL) : AUBURN (DZ/48 DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5124 (MESH WIG CAP (DOME STYLE, XL) : BEIGE(NTR) (DZ/48 DZ))",55.00,760.50,0.0%,13.83,308.14,5.60,452.36,59.48%
"Q5128 (SPANDEX DOME CAP, XL : BRW (DZ/48 DZ))",2.00,24.00,0.0%,12.00,8.48,4.24,15.52,64.67%
"Q5129 (SPANDEX DOME CAP, XL : AUBURN (DZ/48 DZ))",63.00,573.00,0.0%,9.10,267.36,4.24,305.64,53.34%
Q513 (THICK HAIR NET : RED (DZ/40 DZ)),2.00,36.00,0.0%,18.00,13.40,6.70,22.60,62.78%
