Inventory,Qty,Amount,% of Sales,Avg Price,COGS,Avg COGS,Gross Margin,Gross Margin %
Q156 (SATIN BONNET (LG) : ASSORTED (DZ/36 DZ)),347.00,"2,969.50",0.0%,8.56,"1,078.74",3.11,"1,890.76",63.67%
Q157 (SATIN BONNET (LG) : BLACK (DZ/24DZ)),825.00,"7,062.50",0.0%,8.56,"2,634.27",3.19,"4,428.23",62.7%
Q158 (SATIN BONNET (XL) : ASSORTED (DZ/36 DZ)),62.00,579.00,0.0%,9.34,222.46,3.59,356.54,61.58%
Q159 (SATIN BONNET (XL) : BLACK (DZ/36 DZ)),254.00,"2,322.00",0.0%,9.14,929.54,3.66,"1,392.46",59.97%
Q160 (SATIN OVER WRAP (LG) : ASSORTED (DZ/24DZ)),57.00,487.00,0.0%,8.54,150.88,2.65,336.12,69.02%
Q161 (SATIN OVER WRAP (LG) : BLACK (DZ/48 DZ)),204.00,"1,746.50",0.0%,8.56,607.83,2.98,"1,138.67",65.2%
Q162 (SATIN TRIANGLE (LG) : ASSORTED (DZ/48 DZ)),105.00,897.50,0.0%,8.55,303.50,2.89,594.00,66.18%
Q163 (SATIN TRIANGLE (LG) : BLACK (DZ/48 DZ)),156.00,"1,331.00",0.0%,8.53,448.32,2.87,882.68,66.32%
Q164 (SATIN SCARF (LG) : ASSORTED (DZ/36 DZ)),198.00,"1,791.00",0.0%,9.05,714.10,3.61,"1,076.90",60.13%
Q165 (SATIN SCARF (LG) : BLACK (DZ/36 DZ)),319.00,"2,892.00",0.0%,9.07,"1,133.19",3.55,"1,758.81",60.82%
Q166 (SATIN BAND (LG) : ASSORTED (DZ/48 DZ)),257.00,"1,803.00",0.0%,7.02,606.52,2.36,"1,196.48",66.36%
Q167 (SATIN BAND (LG) : BLACK (DZ/48 DZ)),319.00,"2,243.00",0.0%,7.03,752.74,2.36,"1,490.26",66.44%
Q168 (SATIN FOAM WRAP (LG) : ASSORTED (DZ/36 DZ)),54.00,459.00,0.0%,8.50,180.36,3.34,278.64,60.71%
Q169 (SATIN FOAM WRAP (LG) : BLACK (DZ/36 DZ)),175.00,"1,490.00",0.0%,8.51,581.84,3.32,908.16,60.95%
Q170 (SPANDEX-CAP (LG) : ASSORTED (DZ/48 DZ)),71.00,613.50,0.0%,8.64,200.38,2.82,413.12,67.34%
Q171 (SPANDEX WRAP : ASSORTED (DZ/48 DZ)),108.00,981.00,0.0%,9.08,366.61,3.39,614.39,62.63%
Q172 (SPANDEX-CAP (LG) : BLACK (DZ/48 DZ)),167.00,"1,482.00",0.0%,8.87,475.39,2.85,"1,006.61",67.92%
Q173 (SPANDEX WRAP : BLACK (DZ/48 DZ)),147.00,"1,350.00",0.0%,9.18,499.51,3.40,850.49,63.0%
Q174 (SATIN WRAP-OPEN TOP (LG) : ASSORT (DZ/48 DZ)),121.00,547.50,0.0%,4.52,277.50,2.29,270.00,49.32%
Q175 (SATIN WRAP-OPEN TOP (LG) : BLACK (DZ/48 DZ)),574.00,"2,596.50",0.0%,4.52,"1,314.64",2.29,"1,281.86",49.37%
Q176 (SATIN MULTI SCARF : ASSORT (DZ/48 DZ)),87.00,783.00,0.0%,9.00,282.28,3.24,500.72,63.95%
Q177 (SATIN MULTI SCARF : BLACK (DZ/48 DZ)),139.00,"1,260.00",0.0%,9.06,455.92,3.28,804.08,63.82%
Q178 (SATIN BRAID BONNET : ASSORT (DZ/36 DZ)),127.00,"1,161.00",0.0%,9.14,518.16,4.08,642.84,55.37%
Q179 (SATIN BRAID BONNET : BLACK (DZ/36 DZ)),702.00,"6,342.00",0.0%,9.03,"2,862.42",4.08,"3,479.58",54.87%
Q180 (SHOWER-CAP (LG) : ASSORTED (DZ/48 DZ)),404.00,"1,819.50",0.0%,4.50,848.40,2.10,971.10,53.37%
Q181 (SHOWER-CAP (LG) : BLACK (DZ/48 DZ)),506.00,"2,283.00",0.0%,4.51,"1,062.60",2.10,"1,220.40",53.46%
Q182 (SHOWER CAP : DOT (DZ/48 DZ)),503.00,"2,268.00",0.0%,4.51,"1,257.50",2.50,"1,010.50",44.56%
Q183 (SHOWER-CAP (XL) : ASSORT (DZ/48 DZ)),291.00,"1,315.50",0.0%,4.52,654.75,2.25,660.75,50.23%
Q184 (SHOWER-CAP (XL) : BLACK (DZ/48 DZ)),343.00,"1,546.50",0.0%,4.51,771.75,2.25,774.75,50.1%
Q185 (CONDITIONING-CAP (6 PC) : ASSORT (DZ/48 DZ)),28.00,126.00,0.0%,4.50,75.56,2.70,50.44,40.03%
Q186 (CONDITIONING-CAP (6 PC) : CLEAR (DZ/48 DZ)),188.00,853.50,0.0%,4.54,423.52,2.25,429.98,50.38%
Q187 (CONDITIONING-CAP (30PC/6EA/PK) : AST (PK/12PK)),20.00,120.00,0.0%,6.00,0.00,0.00,120.00,100.0%
Q188 (CONDITIONING-CAP (30PC/6EA/PK) : CLR (PK/12PK)),12.00,72.00,0.0%,6.00,0.00,0.00,72.00,100.0%
Q190 (PROCESSING-CAP (LG) : GOLD (DZ/48 DZ)),126.00,567.00,0.0%,4.50,252.01,2.00,314.99,55.55%
Q191 (PROCESSING-CAP (LG) : SILVER (DZ/48 DZ)),157.00,706.50,0.0%,4.50,316.80,2.02,389.70,55.16%
Q192 (TIPPING CAP : ASSORT (DZ/48 DZ)),128.00,770.00,0.0%,6.02,346.29,2.71,423.71,55.03%
Q194 (RAIN-BONNET (LG)-CLEAR (DZ/48 DZ)),225.00,"1,014.00",0.0%,4.51,516.11,2.29,497.89,49.1%
Q195 (BRAID SHOWER CAP : ASSORT (DZ/24 DZ)),238.00,"4,296.00",0.0%,18.05,"1,820.70",7.65,"2,475.30",57.62%
Q196 (BRAID SHOWER CAP : BLACK (DZ/24 DZ)),347.00,"6,276.00",0.0%,18.09,"2,654.55",7.65,"3,621.45",57.7%
Q199 (NEUTRALIZING BIB : CLEAR (DZ/36 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q260 (KNOTTED HEADWRAP : ASSORT (DZ/12 DZ)),185.00,"3,336.00",0.0%,18.03,"1,492.00",8.06,"1,844.00",55.28%
Q261 (KNOTTED HEADWRAP : BLACK (DZ/12 DZ)),228.00,"4,122.00",0.0%,18.08,"1,842.95",8.08,"2,279.05",55.29%
Q262 (KNOTTED HEADWRAP : WHITE (DZ/12 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q303 (FOAM MESH-WRAP : ASSORT (DZ/36 DZ)),295.00,"2,368.00",0.0%,8.03,"1,001.49",3.39,"1,366.51",57.71%
Q304 (FOAM MESH-WRAP : BLACK (DZ/36 DZ)),384.00,"3,094.00",0.0%,8.06,"1,301.95",3.39,"1,792.05",57.92%
Q305 (FIRM MESH-WRAP : ASSORT (DZ/48 DZ)),90.00,630.00,0.0%,7.00,272.94,3.03,357.06,56.68%
Q306 (FIRM MESH-WRAP : BLACK (DZ/48 DZ)),256.00,"1,798.00",0.0%,7.02,749.35,2.93,"1,048.65",58.32%
Q307 (PLASTIC EAR COVER (8 PC) : ASSORT (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q308 (PLASTIC EAR COVER (8 PC) : CLEAR (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q385 (BIG KNOTTED HEADWRAP : ASSORT (DZ/12DZ)),12.00,252.00,0.0%,21.00,116.56,9.71,135.44,53.75%
Q386 (BIG KNOTTED HEADWRAP : BLACK (DZ/12DZ)),19.00,399.00,0.0%,21.00,186.28,9.80,212.72,53.31%
Q439 (KUFI-CAP : CRIMSON (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q440 (KUFI-CAP : PEACH (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q441 (KUFI-CAP : MUSTARD (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q442 (KUFI-CAP : TURQUOISE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q443 (KUFI-CAP : BEIGE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q444 (KUFI-CAP : DARK BROWN (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q445 (KUFI-CAP : AQUA (DZ/40 DZ)),5.00,57.50,0.0%,11.50,0.00,0.00,57.50,100.0%
Q446 (KUFI-CAP : TAN (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q447 (KUFI-CAP : LEMON (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q450 (KUFI-CAP ASSORT (DZ/24 DZ)),1.00,20.00,0.0%,20.00,7.43,7.43,12.57,62.85%
Q451 (KUFI-CAP BLACK (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q452 (KUFI-CAP WHITE (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q469 (KUFI-CAP : ASSORT (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q470 (KUFI-CAP : BLACK (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q471 (KUFI-CAP : WHITE (BULK) (DZ/40 DZ)),35.00,472.50,0.0%,13.50,231.00,6.60,241.50,51.11%
Q472 (KUFI-CAP : RED (BULK) (DZ/40 DZ)),30.00,405.00,0.0%,13.50,198.00,6.60,207.00,51.11%
Q473 (KUFI-CAP : NAVY BLUE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q474 (KUFI-CAP : ROYAL BLUE (BULK) (DZ/40 DZ)),28.00,358.00,0.0%,12.79,184.80,6.60,173.20,48.38%
Q475 (KUFI-CAP : SKY BLUE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q476 (KUFI-CAP : D. GRAY (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q477 (KUFI-CAP : L. GRAY (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q478 (KUFI-CAP : BROWN (BULK) (DZ/40 DZ)),18.00,243.00,0.0%,13.50,118.80,6.60,124.20,51.11%
Q479 (KUFI-CAP : KHAKI (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q480 (KUFI-CAP : H. PINK (BULK) (DZ/40 DZ)),30.00,405.00,0.0%,13.50,198.00,6.60,207.00,51.11%
Q481 (KUFI-CAP : PINK (BULK) (DZ/40 DZ)),6.00,81.00,0.0%,13.50,10.06,1.68,70.94,87.58%
Q482 (KUFI-CAP : GOLD (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q483 (KUFI-CAP : YELLOW (BULK) (DZ/40 DZ)),6.00,81.00,0.0%,13.50,39.60,6.60,41.40,51.11%
Q484 (KUFI-CAP : PURPLE (BULK) (DZ/40 DZ)),16.00,216.00,0.0%,13.50,105.60,6.60,110.40,51.11%
Q485 (KUFI-CAP : LAVENDER (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q486 (KUFI-CAP : GREEN (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q487 (KUFI-CAP : LIME (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q488 (KUFI-CAP : BURGUNDY (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q489 (KUFI-CAP : ORANGE (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q490 (KUFI-CAP : AFRO (BULK) (DZ/40 DZ)),44.00,554.00,0.0%,12.59,290.40,6.60,263.60,47.58%
Q497 (KUFI-CAP : CREAM (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q498 (KUFI-CAP :M. PINK (BULK) (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q500 (DLX CUSTOM WEAVING CAP (PETITE) (DZ/36 DZ)),92.00,"1,656.00",0.0%,18.00,698.48,7.59,957.52,57.82%
Q5000 (SILI BAND STOCKING WIG CAP : L/BRW (DZ/40DZ)),19.00,135.50,0.0%,7.13,59.15,3.11,76.35,56.35%
Q5001 (SILI BAND STOCKING WIG CAP : BK (DZ/40DZ)),488.00,"3,421.00",0.0%,7.01,"1,574.97",3.23,"1,846.03",53.96%
Q5002 (SILI BAND STOCKING WIG CAP : BRW (DZ/40DZ)),46.00,327.00,0.0%,7.11,146.67,3.19,180.33,55.15%
Q5003 (SILI BAND STOCKING WIG CAP : NTR (DZ/40DZ)),136.00,952.00,0.0%,7.00,429.77,3.16,522.23,54.86%
"Q5004 (SILI BAND WIG & WEAVING CAP, CLOSED TOP : BK (DZ/40DZ))",472.00,"4,061.00",0.0%,8.60,"1,572.21",3.33,"2,488.79",61.29%
"Q5005 (SILI BAND WIG & WEAVING CAP, CLOSED TOP : BRW (DZ/40DZ))",45.00,382.50,0.0%,8.50,148.80,3.31,233.70,61.1%
"Q5006 (SILI BAND WIG & WEAVING CAP, CLOSED TOP : NTR (DZ/40DZ))",41.00,348.50,0.0%,8.50,127.22,3.10,221.28,63.5%
Q501 (DLX CUSTOM WEAVING CAP : BLACK (DZ/36 DZ)),211.00,"3,888.00",0.0%,18.43,"1,627.94",7.72,"2,260.06",58.13%
Q5011 (MESH WIG CAP (DOME STYLE) : BK (DZ/48 DZ)),"4,334.00","58,933.50",0.0%,13.60,"23,605.32",5.45,"35,328.18",59.95%
Q5012 (SWISS LACE : BROWN (1DZ/36 DZ)),174.00,"1,482.50",0.0%,8.52,443.84,2.55,"1,038.66",70.06%
"Q5013 (U-PART WIG CAP : BLACK, CENTER (DZ/36 DZ))",144.00,"3,262.50",0.0%,22.66,"1,219.25",8.47,"2,043.25",62.63%
"Q5014 (U-PART WIG CAP : BLACK, SIDE (DZ/36 DZ))",82.00,"1,860.00",0.0%,22.68,697.08,8.50,"1,162.92",62.52%
"Q5015 (U-PART WIG CAP (LACE) : BK, CENTER (DZ/36 DZ))",106.00,"2,392.50",0.0%,22.57,"1,080.12",10.19,"1,312.38",54.85%
"Q5016 (U-PART WIG CAP (LACE) : BK, SIDE (DZ/36 DZ))",73.00,"1,665.00",0.0%,22.81,722.86,9.90,942.14,56.59%
Q5017 (SPANDEX DOME CAP : BLACK (DZ/48 DZ)),"3,993.00","36,135.00",0.0%,9.05,"16,541.88",4.14,"19,593.12",54.22%
Q5018 (DLX STRETCH WEAVING CAP : BLACK (DZ/36 DZ)),353.00,"8,032.50",0.0%,22.75,"3,195.14",9.05,"4,837.36",60.22%
Q5019 (CROCHET WIG CAP : BK (DZ/48DZ)),526.00,"7,128.00",0.0%,13.55,"2,649.78",5.04,"4,478.22",62.83%
Q502 (DLX WEAVING NET (2 PC) : BLACK (DZ/36 DZ)),496.00,"4,236.00",0.0%,8.54,"1,330.38",2.68,"2,905.62",68.59%
Q5020 (CROCHET WIG CAP : NTR (DZ/48DZ)),2.00,27.00,0.0%,13.50,0.00,0.00,27.00,100.0%
"Q5021 (MESH WIG CAP (DOME STYLE, XL) : BK (DZ/48 DZ))","1,538.00","20,952.00",0.0%,13.62,"8,434.66",5.48,"12,517.34",59.74%
Q5022 (SWISS LACE : BLACK (1DZ/36 DZ)),6.00,51.00,0.0%,8.50,14.38,2.40,36.62,71.8%
"Q5023 (CORNROW CAP, U-PART : BK (DZ/16DZ))",30.00,"1,092.00",0.0%,36.40,567.85,18.93,524.15,48.0%
"Q5024 (CORNROW CAP, STRAIGHT : BK (DZ/16DZ))",12.00,432.00,0.0%,36.00,228.16,19.01,203.84,47.19%
"Q5025 (CORNROW CAP, BRAIDED : BK (DZ/16DZ))",62.00,"2,244.00",0.0%,36.19,"1,183.39",19.09,"1,060.61",47.26%
Q5027 (SPANDEX DOME CAP (XL) : BLACK (DZ/48 DZ)),"1,721.00","15,630.00",0.0%,9.08,"7,259.50",4.22,"8,370.50",53.55%
"Q5029 (CROCHET WIG CAP, XL : BK (DZ/48DZ))",99.00,"1,336.50",0.0%,13.50,522.25,5.28,814.25,60.92%
Q503 (WEAVING CAP (OPEN TOP) : BLACK (DZ/48 DZ)),253.00,"1,397.50",0.0%,5.52,626.54,2.48,770.96,55.17%
"Q5030 (CROCHET WIG CAP, XL : NTR (DZ/48DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q5031 (MESH WIG CAP (DOME STYLE) : NTR (DZ/48 DZ)),199.00,"2,722.50",0.0%,13.68,"1,101.60",5.54,"1,620.90",59.54%
Q5032 (MICRO CROCHET WIG CAP : BK (DZ/48DZ)),328.00,"4,447.50",0.0%,13.56,"1,629.25",4.97,"2,818.25",63.37%
Q5033 (MICRO CROCHET WIG CAP : NTR (DZ/48DZ)),130.00,"1,755.00",0.0%,13.50,525.05,4.04,"1,229.95",70.08%
"Q5034 (MICRO CROCHET WIG CAP, XL : BK (DZ/48DZ))",156.00,"2,106.00",0.0%,13.50,720.80,4.62,"1,385.20",65.77%
"Q5035 (MICRO CROCHET WIG CAP, XL : NATURAL (DZ/48DZ))",75.00,"1,012.50",0.0%,13.50,360.00,4.80,652.50,64.44%
Q5037 (SPANDEX DOME CAP : NTR (DZ/48 DZ)),233.00,"2,097.00",0.0%,9.00,980.05,4.21,"1,116.95",53.26%
Q504 (WEAVING CAP (CLOSED TOP) : BLACK (DZ/48 DZ)),"1,603.00","9,041.50",0.0%,5.64,"4,006.96",2.50,"5,034.54",55.68%
Q5040 (WEAVING CAP 100PCS (CLOSED TOP) (PK/24PK)),-4.00,-116.00,0.0%,29.00,-63.68,15.92,-52.32,45.1%
"Q5041 (PONY TAIL NET, 5""X5"" : BK (DZ/48DZ))",42.00,360.50,0.0%,8.58,0.00,0.00,360.50,100.0%
"Q5042 (PONY TAIL NET, 9""X9"" : BK (DZ/48DZ))",10.00,85.00,0.0%,8.50,12.88,1.29,72.12,84.85%
"Q5043 (SWISS LACE, 4""X4"" : BRW (DZ/36DZ))",36.00,216.00,0.0%,6.00,66.23,1.84,149.77,69.34%
"Q5044 (SWISS LACE, 13""X4"" : BRW (DZ/36DZ))",48.00,293.00,0.0%,6.10,93.53,1.95,199.47,68.08%
"Q5045 (LACE TAPE "" A"" TYPE, 50PCS (DZ/24DZ))",24.00,438.00,0.0%,18.25,144.00,6.00,294.00,67.12%
"Q5046 (LACE TAPE "" B"" TYPE, 50PCS (DZ/24DZ))",-8.00,-138.00,0.0%,17.25,-48.00,6.00,-90.00,65.22%
"Q5047 (LACE TAPE ROLL TYPE, 1/2"" x 5 YARD  (DZ/36DZ))",-4.00,-42.00,0.0%,10.50,-15.36,3.84,-26.64,63.43%
"Q5048 (SUPER HOLD LACE TAPE : A TYPE MINI, 25PCS (DZ/36DZ))",157.00,"2,595.00",0.0%,16.53,"1,099.00",7.00,"1,496.00",57.65%
"Q5049 (SUPER HOLD LACE TAPE : 1"" X 3YD, ROLL (DZ/36DZ))",161.00,"2,173.50",0.0%,13.50,901.60,5.60,"1,271.90",58.52%
Q505 (INVISIABLE NET (3 PC) : BLACK (DZ/60 DZ)),333.00,"1,189.50",0.0%,3.57,531.66,1.60,657.84,55.3%
"Q5051 (ELASTIC WIG BAND, 1-1/8"" x 1YD : BK (DZ/36DZ))","1,429.00","6,463.50",0.0%,4.52,"2,858.42",2.00,"3,605.08",55.78%
"Q5052 (ELASTIC WIG BAND, 1-3/4"" x 1YD : BK (DZ/36DZ))",577.00,"3,189.50",0.0%,5.53,"1,384.80",2.40,"1,804.70",56.58%
"Q5053 (ELASTIC WIG BAND, 1-1/8"" x 1YD : BEIGE(NTR) (DZ/36DZ))",100.00,454.50,0.0%,4.55,202.82,2.03,251.68,55.38%
"Q5054 (ELASTIC WIG BAND, 1-3/4"" x 1YD : BEIGE(NTR) (DZ/36DZ))",68.00,376.00,0.0%,5.53,163.20,2.40,212.80,56.6%
"Q5055 (ELASTIC WIG BAND, 1-1/8"" x 1YD, W/ SILICONE, ONE SIDE : BK (DZ/36DZ))",243.00,"1,579.50",0.0%,6.50,644.80,2.65,934.70,59.18%
"Q5056 (ELASTIC WIG BAND, 1-1/8"" x 1YD, W/ SILICONE, DOUBLE SIDE : BK (DZ/36DZ))",423.00,"3,609.50",0.0%,8.53,"1,574.73",3.72,"2,034.77",56.37%
"Q5057 (ELASTIC VELVET WIG BAND, 2"" X 11 "" : BK (DZ/36DZ))",254.00,"1,666.00",0.0%,6.56,749.30,2.95,916.70,55.02%
"Q5058 (VELVET WIG GRIP, 2"" X 11"" : BK (DZ/36DZ))",407.00,"3,711.00",0.0%,9.12,"1,872.62",4.60,"1,838.38",49.54%
"Q5059 (VELVET WIG GRIP, 2"" X 11"" : NTR (DZ/36DZ))",170.00,"1,557.00",0.0%,9.16,647.68,3.81,909.32,58.4%
Q506 (TRIANGLE NET : BLACK (DZ/48 DZ)),157.00,"1,338.00",0.0%,8.52,640.03,4.08,697.97,52.17%
"Q5061 (STRETCH MESH WIG CAP, MAGIC : BK (DZ/36DZ))",58.00,"1,050.00",0.0%,18.10,543.15,9.36,506.85,48.27%
"Q5062 (STRETCH MESH WIG CAP, L : BK (DZ/36DZ))",28.00,504.00,0.0%,18.00,262.22,9.37,241.78,47.97%
"Q5063 (STRETCH MESH WIG CAP, LACE TOP : BK (DZ/36DZ))",36.00,660.00,0.0%,18.33,339.37,9.43,320.63,48.58%
"Q5064 (STRETCH MESH WIG CAP, FRNT LACE : BK (DZ/36DZ))",36.00,648.00,0.0%,18.00,303.91,8.44,344.09,53.1%
Q5065 (CAPLESS WIG CAP : BK (DZ/36DZ)),64.00,"1,536.00",0.0%,24.00,547.70,8.56,988.30,64.34%
"Q5066 (CAPLESS WIG CAP, L : BK (DZ/36DZ))",22.00,528.00,0.0%,24.00,230.61,10.48,297.39,56.32%
"Q5067 (CAPLESS WIG CAP, FRNT LACE : BK (DZ/36DZ))",6.00,144.00,0.0%,24.00,64.45,10.74,79.55,55.24%
"Q5068 (SUPER HOLD LACE TAPE : MESH, 10CM x10PCS (DZ/36DZ))",178.00,"4,020.00",0.0%,22.58,"1,619.80",9.10,"2,400.20",59.71%
"Q5069 (SUPER HOLD LACE TAPE : MESH, 30CM X 50PCS (PK/48PK))",150.00,"3,375.00",0.0%,22.50,"1,260.00",8.40,"2,115.00",62.67%
Q507 (WAVE NET (2 PCS) : BLACK (DZ/60 DZ)),215.00,975.00,0.0%,4.53,400.28,1.86,574.72,58.95%
Q5070 (PRF STOCKING WIG CAP : BLACK (DZ/40DZ)),451.00,"2,724.00",0.0%,6.04,"1,059.85",2.35,"1,664.15",61.09%
Q5071 (PRF STOCKING WIG CAP : D/BRW (DZ/40DZ)),138.00,832.00,0.0%,6.03,324.30,2.35,507.70,61.02%
Q5072 (PRF STOCKING WIG CAP : BRW (DZ/40DZ)),199.00,"1,200.00",0.0%,6.03,462.57,2.32,737.43,61.45%
Q5073 (PRF STOCKING WIG CAP : L/BRW (DZ/40DZ)),151.00,914.00,0.0%,6.05,354.85,2.35,559.15,61.18%
Q5074 (PRF STOCKING WIG CAP : AUBURN (DZ/40DZ)),286.00,"1,722.00",0.0%,6.02,667.05,2.33,"1,054.95",61.26%
Q5075 (PRF STOCKING WIG CAP : BEIGE / NTR (DZ/40DZ)),339.00,"2,044.00",0.0%,6.03,790.24,2.33,"1,253.76",61.34%
Q5076 (PRF STOCKING WIG CAP : CREAM/ BLD (DZ/40DZ)),89.00,534.00,0.0%,6.00,209.15,2.35,324.85,60.83%
Q508 (WAVE NET (24 PCS) : BLACK (PK/50 PACK)),62.00,279.00,0.0%,4.50,97.14,1.57,181.86,65.18%
Q5081 (COOL MESH WIG CAP (DOME STYLE) : BK (DZ/36 DZ)),106.00,"1,222.50",0.0%,11.53,460.04,4.34,762.46,62.37%
"Q5084 (ELASTIC WIG BAND, 5/8"" x 1YD : BK (DZ/36DZ))",1.00,6.00,0.0%,6.00,1.80,1.80,4.20,70.0%
"Q5085 (ELASTIC WIG BAND, 5/8"" x 1YD : BEIGE (DZ/36DZ))",16.00,72.00,0.0%,4.50,28.80,1.80,43.20,60.0%
"Q5088 (ELASTIC WIG BAND, 1-1/8"" X 5YD ROLL : BK (DZ/24DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5089 (ELASTIC WIG BAND, 1-1/8"" X 5YD ROLL : BEIGE (DZ/24DZ))",5.00,102.00,0.0%,20.40,36.50,7.30,65.50,64.22%
Q509 (INTER-LOCK SHAMPOO CAP : BLACK (DZ/36 DZ)),88.00,748.00,0.0%,8.50,300.04,3.41,447.96,59.89%
"Q5090 (ELASTIC WIG BAND, 1-1/8"" x 1YD, W/ SILI DOT : BK (DZ/36DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5094 (WEFT LACE, 5/8"" x 1YD : BK (DZ/36DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5095 (WEFT LACE, 5/8"" x 1YD : BEIGE (DZ/36DZ))",33.00,198.00,0.0%,6.00,72.60,2.20,125.40,63.33%
"Q5096 (WEFT LACE, 5/8"" X 5YD ROLL : BK (DZ/36DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5097 (WEFT LACE, 5/8"" X 5YD ROLL : BEIGE (DZ/36DZ))",3.00,54.00,0.0%,18.00,22.50,7.50,31.50,58.33%
"Q5098 (SILICONE DOT WIG GRIP, 1-3/4"" X 17-3/4"" : BK (DZ/36DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5099 (SILICONE DOT WIG GRIP, 1-3/4"" X 17-3/4"" : BEIGE (DZ/36DZ))",7.00,66.00,0.0%,9.43,30.10,4.30,35.90,54.39%
Q510 (THICK HAIR NET : ASSORT (DZ/40 DZ)),33.00,425.50,0.0%,12.89,221.10,6.70,204.40,48.04%
Q511 (THICK HAIR NET : BLACK (DZ/40 DZ)),205.00,"2,607.50",0.0%,12.72,"1,373.04",6.70,"1,234.46",47.34%
Q5112 (MESH WIG CAP (DOME STYLE) : BRW (DZ/48 DZ)),250.00,"3,379.50",0.0%,13.52,"1,412.50",5.65,"1,967.00",58.2%
Q5113 (MESH WIG CAP (DOME STYLE) : AUBURN (DZ/48 DZ)),312.00,"4,221.00",0.0%,13.53,"1,640.81",5.26,"2,580.19",61.13%
Q5118 (SPANDEX DOME CAP : BRW (DZ/48 DZ)),276.00,"2,487.00",0.0%,9.01,"1,168.04",4.23,"1,318.96",53.03%
Q5119 (SPANDEX DOME CAP : AUBURN (DZ/48 DZ)),403.00,"3,627.00",0.0%,9.00,"1,697.40",4.21,"1,929.60",53.2%
Q512 (THICK HAIR NET : WHITE (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"Q5122 (MESH WIG CAP (DOME STYLE, XL) : BRW (DZ/48 DZ))",-2.00,-27.00,0.0%,13.50,-11.30,5.65,-15.70,58.15%
"Q5123 (MESH WIG CAP (DOME STYLE, XL) : AUBURN (DZ/48 DZ))",121.00,"1,633.50",0.0%,13.50,678.39,5.61,955.11,58.47%
