Inventory,Qty,Amount,% of Sales,Avg Price,COGS,Avg COGS,Gross Margin,Gross Margin %
K061 (STOCKING WAVE-CAP (2 PC) : BLACK (DZ/60 DZ)),358.00,"1,265.00",0.0%,3.53,626.54,1.75,638.46,50.47%
K062 (STOCKING WAVE-CAP (2 PC) : WHITE (DZ/60 DZ)),22.00,77.00,0.0%,3.50,38.50,1.75,38.50,50.0%
K063 (STOCKING WAVE-CAP (2 PC) : RED (DZ/60 DZ)),22.00,77.00,0.0%,3.50,38.50,1.75,38.50,50.0%
K064 (STOCKING WAVE-CAP (2 PC) : NAVY (DZ/60 DZ)),18.00,63.00,0.0%,3.50,31.50,1.75,31.50,50.0%
K065 (STOCKING WAVE-CAP (2 PC) : ROYAL (DZ/60 DZ)),6.00,21.00,0.0%,3.50,10.50,1.75,10.50,50.0%
K066 (STOCKING WAVE-CAP (2 PC) : SKY BL (DZ/60 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K067 (STOCKING WAVE-CAP (2 PC) : GRAY (DZ/60 DZ)),6.00,21.00,0.0%,3.50,10.46,1.74,10.54,50.19%
K068 (STOCKING WAVE-CAP (2 PC) : BROWN (DZ/60 DZ)),6.00,21.00,0.0%,3.50,10.49,1.75,10.51,50.05%
K070 (SPANDEX DOME-CAP : ASSORTED (DZ/48 DZ)),25.00,231.00,0.0%,9.24,97.50,3.90,133.50,57.79%
K071 (SPANDEX DOME-CAP : BLACK (DZ/48 DZ)),179.00,"1,656.00",0.0%,9.25,707.66,3.95,948.34,57.27%
K072 (SPANDEX DOME-CAP : WHITE (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K075 (SPANDEX SKULL-CAP : ASSORTED (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K076 (SPANDEX SKULL-CAP : BLACK (DZ/48 DZ)),32.00,272.00,0.0%,8.50,101.44,3.17,170.56,62.71%
K077 (SPANDEX SKULL-CAP : WHITE (DZ/48 DZ)),1.00,15.00,0.0%,15.00,0.00,0.00,15.00,100.0%
K080 (TIE-DOWN WAVE-CAP : ASSORT (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K081 (TIE-DOWN WAVE-CAP : BLACK (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K082 (TIE-DOWN WAVE-CAP : WHITE (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K083 (DREADLOCK WAVE CAP : ASSORT (DZ/40DZ)),25.00,223.00,0.0%,8.92,84.14,3.37,138.86,62.27%
K084 (DREADLOCK WAVE CAP : BLACK (DZ/40DZ)),158.00,"1,367.50",0.0%,8.66,537.28,3.40,830.22,60.71%
K085 (DREADLOCK WAVE CAP (JUMBO) : ASSORT (DZ/24DZ)),70.00,786.00,0.0%,11.23,326.10,4.66,459.90,58.51%
K086 (DREADLOCK WAVE CAP (JUMBO) : BLACK (DZ/24DZ)),152.00,"1,705.00",0.0%,11.22,708.41,4.66,996.59,58.45%
K090 (PLAY MAKER DU-RAG : ASSORTED (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K091 (PLAY MAKER DU-RAG : BLACK (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K092 (PLAY MAKER DU-RAG : WHITE (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K096 (PLAY MAKER DU-RAG(TWO) : ASSORT (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K2000 (VELVET DURAG : ASST (DZ / 24DZ)),88.00,"2,002.50",0.0%,22.76,924.00,10.50,"1,078.50",53.86%
K2001 (VELVET DURAG : BK (DZ / 24DZ)),106.00,"2,407.50",0.0%,22.71,"1,113.00",10.50,"1,294.50",53.77%
K2002 (VELVET DURAG : WHT (DZ / 24DZ)),35.00,817.50,0.0%,23.36,367.50,10.50,450.00,55.05%
K2003 (VELVET DURAG : RED (DZ / 24DZ)),33.00,750.00,0.0%,22.73,346.50,10.50,403.50,53.8%
K2004 (VELVET DURAG : NAVY (DZ / 24DZ)),28.00,637.50,0.0%,22.77,294.00,10.50,343.50,53.88%
K2005 (VELVET DURAG : ROYAL (DZ / 24DZ)),29.00,660.00,0.0%,22.76,304.50,10.50,355.50,53.86%
K2006 (VELVET DURAG : SKY (DZ / 24DZ)),1.00,30.00,0.0%,30.00,10.50,10.50,19.50,65.0%
K2007 (VELVET DURAG : SLV (DZ / 24DZ)),35.00,795.00,0.0%,22.71,367.50,10.50,427.50,53.77%
K2008 (VELVET DURAG : YELLOW (DZ / 24DZ)),3.00,67.50,0.0%,22.50,31.50,10.50,36.00,53.33%
K2009 (VELVET DURAG : ORG (DZ / 24DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K201 (SPANDEX VISOR DOME CAP : BLACK (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K2010 (VELVET DURAG : GRN (DZ / 24DZ)),1.00,22.50,0.0%,22.50,10.50,10.50,12.00,53.33%
K2011 (VELVET DURAG : PNK (DZ / 24DZ)),7.00,165.00,0.0%,23.57,73.50,10.50,91.50,55.46%
K2012 (VELVET DURAG : PURPLE (DZ / 24DZ)),2.00,52.50,0.0%,26.25,21.00,10.50,31.50,60.0%
K2013 (VELVET DURAG : GOLD (DZ / 24DZ)),10.00,225.00,0.0%,22.50,105.00,10.50,120.00,53.33%
K2014 (VELVET DOME CAP : ASST (DZ / 24DZ)),14.00,189.00,0.0%,13.50,89.60,6.40,99.40,52.59%
K2015 (VELVET DOME CAP : BK (DZ / 24DZ)),12.00,162.00,0.0%,13.50,76.80,6.40,85.20,52.59%
K2016 (METALLIC DURAG : ASST. (DZ/24DZ)),9.00,162.00,0.0%,18.00,67.50,7.50,94.50,58.33%
K2017 (METALLIC DURAG : WHITE (DZ/24DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K2018 (METALLIC DURAG : ROYAL (DZ/24DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K2019 (METALLIC DURAG : PURPLE (DZ/24DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K202 (SPANDEX VISOR DOME CAP : WHITE (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K2020 (METALLIC DURAG : PINK (DZ/24DZ)),3.00,54.00,0.0%,18.00,22.50,7.50,31.50,58.33%
K2021 (METALLIC DURAG : SILVER (DZ/24DZ)),3.00,54.00,0.0%,18.00,22.50,7.50,31.50,58.33%
K2022 (METALLIC DURAG : GOLD (DZ/24DZ)),3.00,54.00,0.0%,18.00,22.50,7.50,31.50,58.33%
K2030 (WOLFING DU-STRAP : ASST (DZ/12DZ)),4.00,120.00,0.0%,30.00,39.20,9.80,80.80,67.33%
K213 (SPANDEX VISOR DOME CAP : RG.ASST (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K230 (VISOR DU-RAG : ASSORT (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K231 (VISOR DU-RAG : BLACK (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K233 (VISOR DU-RAG : TWO/TONE ASSORT (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K400 (DELUXE DURAG : ASSORT (DZ/36 DZ)),12.00,111.00,0.0%,9.25,54.48,4.54,56.52,50.92%
K401 (DELUXE DURAG : BLACK (DZ/36 DZ)),18.00,165.00,0.0%,9.17,84.09,4.67,80.91,49.04%
K402 (DELUXE DURAG : WHITE (DZ/36 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K403 (SILKY DURAG : ASST (DZ/36 DZ)),93.00,846.00,0.0%,9.10,364.12,3.92,481.88,56.96%
K404 (SILKY DURAG : BK (DZ/36 DZ)),137.00,"1,239.00",0.0%,9.04,533.86,3.90,705.14,56.91%
K405 (SILKY DURAG : WHT (DZ/36DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K406 (SILKY DURAG : RED (DZ/36DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K407 (SILKY DURAG : NAVY (DZ/36DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K408 (SILKY DURAG : ROYAL (DZ/36DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K409 (SILKY DURAG : SKY (DZ/36DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K410 (SILKY DURAG : SILVER (DZ/36DZ)),4.00,36.00,0.0%,9.00,15.55,3.89,20.45,56.81%
K411 (SILKY DURAG : YELLOW (DZ/36DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K412 (SILKY DURAG : ORANGE (DZ/36DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K413 (SILKY DURAG : GREEN (DZ/36DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K414 (SILKY DURAG : L/PINK (DZ/36DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K415 (SILKY DURAG : PURPLE (DZ/36DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K416 (SILKY DURAG : GOLD (DZ/36DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K417 (SILKY CAMO DURAG : ASST. (DZ/24DZ)),19.00,261.00,0.0%,13.74,85.50,4.50,175.50,67.24%
K418 (SILKY CAMO DURAG : GREEN (DZ/24DZ)),26.00,360.00,0.0%,13.85,117.00,4.50,243.00,67.5%
K419 (SILKY CAMO DURAG : BLUE (DZ/24DZ)),4.00,63.00,0.0%,15.75,18.00,4.50,45.00,71.43%
K420 (SILKY CAMO DURAG : PINK (DZ/24DZ)),4.00,63.00,0.0%,15.75,18.00,4.50,45.00,71.43%
K422 (MAN MAGIC-RAG : WHITE (DZ/36 DZ)),36.00,594.00,0.0%,16.50,0.00,0.00,594.00,100.0%
K600 (BONUS DURAG : ASSORT (DZ/36 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K601 (BONUS DURAG : BLACK (DZ/36 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K602 (BONUS DURAG : WHITE (DZ/36 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K603 (BONUS DURAG : RED (DZ/36 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K604 (BONUS DURAG : NAVY (DZ/36 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K700 (SPANDEX STRETCH CAP : ASSORTED (DZ/48 DZ)),13.00,96.00,0.0%,7.38,35.10,2.70,60.90,63.44%
K701 (SPANDEX STRETCH CAP : BLACK (DZ/48 DZ)),68.00,476.00,0.0%,7.00,179.40,2.64,296.60,62.31%
K702 (SPANDEX STRETCH CAP : WHITE (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K703 (SPAN DREADLOCKS CAP : ASSORT (DZ/24 DZ)),60.00,"1,027.50",0.0%,17.13,410.98,6.85,616.52,60.0%
K704 (SPAN DREADLOCKS CAP : BLACK (DZ/24 DZ)),86.00,"1,464.00",0.0%,17.02,589.02,6.85,874.98,59.77%
K705 (SPAN DREADLOCKS CAP (XL) : ASSORT (DZ/24 DZ)),54.00,"1,161.00",0.0%,21.50,440.04,8.15,720.96,62.1%
K706 (SPAN DREADLOCKS CAP (XL) : BLACK (DZ/24 DZ)),101.00,"2,175.00",0.0%,21.53,823.09,8.15,"1,351.91",62.16%
K707 (SPAN DREADLOCKS BAND : ASSORT (DZ/24 DZ)),39.00,335.00,0.0%,8.59,143.45,3.68,191.55,57.18%
K708 (SPAN DREADLOCKS BAND : BLACK (DZ/24 DZ)),108.00,935.50,0.0%,8.66,396.87,3.67,538.63,57.58%
K710 (DREADLOCKS TUBE : ASSORT (DZ/24 DZ)),55.00,696.00,0.0%,12.65,349.25,6.35,346.75,49.82%
K711 (DREADLOCKS TUBE : BLACK (DZ/24 DZ)),112.00,"1,362.00",0.0%,12.16,711.20,6.35,650.80,47.78%
K720 (SPORT BAND SET (3PCS) : ASSORT (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K721 (SPORT BAND SET (3PCS) : BLACK (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K722 (SPORT BAND SET (3PCS) : WHITE (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K723 (SPORT BAND SET (3PCS) : RED (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K724 (SPORT BAND SET (3PCS) : NAVY (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K731 (SPORT BAND SET (3PCS) : ORANGE (DZ/24 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K860 (OGN WAVE CAP : ASSORT (DZ/40 DZ)),6.00,24.00,0.0%,4.00,10.18,1.70,13.82,57.58%
K861 (OGN WAVE CAP : BLACK (DZ/40 DZ)),56.00,236.00,0.0%,4.21,97.18,1.74,138.82,58.82%
K862 (OGN WAVE CAP : WHITE (DZ/40 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K863 (OGN KID WAVE CAP : ASSORT (DZ/40 DZ)),2.00,8.00,0.0%,4.00,0.00,0.00,8.00,100.0%
K864 (OGN KID WAVE CAP : BLACK (DZ/40 DZ)),2.00,8.00,0.0%,4.00,0.00,0.00,8.00,100.0%
K941 (JAMAICA HAT : BLACK (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K943 (JAMAICA HAT : RED (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K945 (JAMAICA HAT : BROWN (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K950 (JAMAICA HAT : AFRO (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K960 (VISOR JAMAICA HAT : ASSORT (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K961 (VISOR JAMAICA HAT : BLACK (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K965 (VISOR JAMAICA HAT :BROWN (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"K969 (LOC VISOR CAP, W : BK (DZ/12DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"K970 (LOC VISOR CAP, N : BK (DZ/12DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K971 (VISOR JAMAICA HAT : WH.AFRO (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K980 (VISOR JAMAICA HAT (LONG) : ASSORT (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K981 (VISOR JAMAICA HAT (LONG) : BLACK (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K985 (VISOR JAMAICA HAT (LONG) :BROWN (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"K989 (LOC VISOR CAP, SUPER LONG : BK (DZ/12DZ))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
K990 (LOC VISOR TUBE : BK (DZ/12DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
MASK (MASK : L/BLUE (PC/2400PCS)),"115,340.00","70,026.00",0.0%,0.61,"46,136.00",0.40,"23,890.00",34.12%
MASK-KN95 (MASK : KN95 (PC/1000PCS)),"9,900.00","18,055.00",0.0%,1.82,"10,890.00",1.10,"7,165.00",39.68%
Q054 (KID SLEEP CAP : ASSORT (DZ/48 DZ)),30.00,235.00,0.0%,7.83,83.60,2.79,151.40,64.43%
Q055 (KID SLEEP CAP : BLACK (DZ/48 DZ)),112.00,845.00,0.0%,7.54,311.49,2.78,533.51,63.14%
Q100 (STOCKING WIG-CAP (2 PC) : BLACK (DZ/60 DZ)),798.00,"2,593.50",0.0%,3.25,"1,219.75",1.53,"1,373.75",52.97%
Q101 (STOCKING WIG-CAP (2 PC) : BROWN (DZ/60 DZ)),256.00,813.00,0.0%,3.18,392.28,1.53,420.72,51.75%
Q102 (STOCKING WIG-CAP (2 PC) : LT. BROWN (DZ/60 DZ)),239.00,756.00,0.0%,3.16,364.39,1.52,391.61,51.8%
Q103 (STOCKING WIG-CAP (100 PC) : BLACK (PK/24PK)),1.00,25.00,0.0%,25.00,4.90,4.90,20.10,80.4%
Q104 (STOCKING WIG-CAP (2 PC) : BEIGE (NTR) (DZ/60 DZ)),544.00,"1,759.50",0.0%,3.23,827.71,1.52,931.79,52.96%
Q105 (STOCKING WIG-CAP (200 PC) : BLACK (PK/24PK)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q106 (STOCKING WIG-CAP (400 PC) : BLACK (PK/16PK)),22.00,"1,022.00",0.0%,46.45,420.52,19.11,601.48,58.85%
Q107 (STOCKING WIG-CAP (400 PC) : BEIGE(NTR) (PK/16PK)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q108 (BRAID CYLINDER : BLACK (DZ/48 DZ)),21.00,99.00,0.0%,4.71,37.77,1.80,61.23,61.85%
Q109 (BRAID CYLINDER : BROWN (DZ/48 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q110 (MESH-WRAP (LG) : ASSORTED (DZ/48 DZ)),65.00,396.00,0.0%,6.09,191.63,2.95,204.37,51.61%
Q111 (MESH-WRAP (LG) : BLACK (DZ/48 DZ)),25.00,158.00,0.0%,6.32,72.78,2.91,85.22,53.94%
Q114 (UNDA CAP (3 PC) : WHITE (DZ/60 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q115 (UNDA CAP (3 PC) : PINK (DZ/60 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q116 (UNDA CAP (3 PC) : BLUE (DZ/60 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q117 (UNDA CAP (100 PC) : WHITE (BOX/24 BOX)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q118 (UNDA CAP (100 PC) : PINK (BOX/24 BOX)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q119 (UNDA CAP (100 PC) : BLUE (BOX/24 BOX)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q120 (SUPER JUMBO SLEEP-CAP : ASSORT (DZ/24 DZ)),40.00,467.00,0.0%,11.68,182.07,4.55,284.93,61.01%
Q121 (SUPER JUMBO SLEEP-CAP : BLACK (DZ/24 DZ)),38.00,451.00,0.0%,11.87,173.48,4.57,277.52,61.53%
Q122 (SUPER JUMBO BONNET : ASSORT (DZ/24 DZ)),10.00,129.00,0.0%,12.90,45.50,4.55,83.50,64.73%
Q123 (SUPER JUMBO BONNET : BLACK (DZ/24 DZ)),39.00,459.00,0.0%,11.77,180.06,4.62,278.94,60.77%
Q124 (DRAWSTRING SLEEP CAP : ASSORT (DZ/48DZ)),52.00,474.00,0.0%,9.12,193.21,3.72,280.79,59.24%
Q125 (DRAWSTRING SLEEP CAP : BLACK (DZ/48DZ)),45.00,414.00,0.0%,9.20,168.43,3.74,245.57,59.32%
Q126 (XL STOCKING WIG-CAP (2PCS) : BK (DZ/60 DZ)),88.00,312.00,0.0%,3.55,143.87,1.63,168.13,53.89%
Q127 (XL STOCKING WIG CAP(200PCS) : BK (PK/24PK)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q129 (MAGIC-SCARF : ASSORT (DZ/16 DZ)),9.00,180.00,0.0%,20.00,81.28,9.03,98.72,54.84%
Q130 (MAGIC-SCARF : BLACK (DZ/16 DZ)),38.00,726.00,0.0%,19.11,343.14,9.03,382.86,52.74%
Q131 (MAGIC-SCARF : WHITE (DZ/16 DZ)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
Q140 (LADY DURAG : ASSORTED (DZ/20 DZ)),1.00,16.50,0.0%,16.50,6.04,6.04,10.46,63.39%
Q141 (LADY DURAG : BLACK (DZ/20 DZ)),2.00,28.50,0.0%,14.25,12.04,6.02,16.46,57.75%
Q142 (STOCKING WIG-CAP (2 PC) : D/BRW (DZ/60 DZ)),84.00,261.00,0.0%,3.11,125.16,1.49,135.84,52.05%
Q143 (STOCKING WIG-CAP (2 PC) : AUBURN (DZ/60 DZ)),409.00,"1,342.50",0.0%,3.28,625.97,1.53,716.53,53.37%
Q144 (STOCKING WIG-CAP (2 PC) : CREAM (BLD) (DZ/60 DZ)),88.00,279.00,0.0%,3.17,131.12,1.49,147.88,53.0%
Q150 (SATIN SLEEP-CAP(LG) : ASSORTED (DZ/36 DZ)),89.00,761.50,0.0%,8.56,272.54,3.06,488.96,64.21%
Q151 (SATIN SLEEP-CAP(LG) : BLACK (DZ/36 DZ)),63.00,545.50,0.0%,8.66,194.44,3.09,351.06,64.36%
Q152 (SATIN SLEEP-CAP(XL) : ASSORTED (DZ/36 DZ)),51.00,465.00,0.0%,9.12,175.92,3.45,289.08,62.17%
Q153 (SATIN SLEEP-CAP(XL) : BLACK (DZ/36 DZ)),131.00,"1,185.00",0.0%,9.05,469.45,3.58,715.55,60.38%
Q154 (SATIN SLEEP-CAP(FL) : ASSORTED (DZ/36 DZ)),42.00,381.00,0.0%,9.07,154.27,3.67,226.73,59.51%
Q156 (SATIN BONNET (LG) : ASSORTED (DZ/36 DZ)),72.00,617.00,0.0%,8.57,223.30,3.10,393.70,63.81%
Q157 (SATIN BONNET (LG) : BLACK (DZ/24DZ)),309.00,"2,646.50",0.0%,8.56,982.90,3.18,"1,663.60",62.86%
Q158 (SATIN BONNET (XL) : ASSORTED (DZ/36 DZ)),20.00,183.00,0.0%,9.15,71.76,3.59,111.24,60.79%
Q159 (SATIN BONNET (XL) : BLACK (DZ/36 DZ)),67.00,609.00,0.0%,9.09,244.54,3.65,364.46,59.85%
