Inventory,Qty,Amount,% of Sales,Avg Price,COGS,Avg COGS,Gross Margin,Gross Margin %
"W1289 (WIG CLIP BLISTER (24PC) : LG, BLD (PK/144PK))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"W1291 (WIG CLIP BLISTER (60PC) : SM, BLK (PK/72PK))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"W1292 (WIG CLIP BLISTER (60PC) : MD, BLK (PK/72PK))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"W1293 (WIG CLIP BLISTER (60PC) : LG, BLK (PK/72PK))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"W1294 (WIG CLIP BLISTER (60PC) : SM, BRW (PK/72PK))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"W1295 (WIG CLIP BLISTER (60PC) : MD, BRW (PK/72PK))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"W1296 (WIG CLIP BLISTER (60PC) : LG, BRW (PK/72PK))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"W1297 (WIG CLIP BLISTER (60PC) : SM, BLD (PK/72PK))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"W1298 (WIG CLIP BLISTER (60PC) : MD, BLD (PK/72PK))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
"W1299 (WIG CLIP BLISTER (60PC) : LG, BLD (PK/72PK))",0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
W784 (SOFT TAG CLEAR ROUND : 1000 PCS (ROLL/20 ROLL)),100.00,"1,750.00",0.0%,17.50,979.92,9.80,770.08,44.01%
W785 (SOFT TAG CLEAR RECTANGLE 19X65 (ROLL/20 ROLL)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
W789 (HARD TAG LANYARD (110MM 100PC) (PACK/10 PACKS)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
W790 (HARD TAG (48X42 100PC) : BLACK (PACK/10 PACKS)),30.00,420.00,0.0%,14.00,0.00,0.00,420.00,100.0%
W792 (PIN : 19MM (1000 PCS) (PACK/10 PACK)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
W793 (PIN : 27MM (1000 PCS) (PACK/10 PACK)),0.00,0.00,0.0%,0.00,0.00,0.00,0.00,0.0%
W794 (PIN : 40MM (1000 PCS) (PACK/10 PACK)),1.00,40.00,0.0%,40.00,0.00,0.00,40.00,100.0%
